DNS,53
TFTP,69
NTP,123
SNMP,161
RIP,520
IKE,500
BOOTP,68
DHCP,67
TELNET,23
MySQL,3306
TS,3389
netbios-ns,137
ms-sql-s,1434
UPnP,1900
PGSQL,5432
VNC,5900
SYSLOG,514
IRC,194
IPsec,500
OpenPGP,11371
XDMCP,177

